Review 
"This property is a time share/hotel. We booked a week. We booked a suite - which had a separate bedroom and pullout couch and a spa bath. Average price $450-740 per night.
Quite a large property with 7 buildings - we were in Building 3. Lots of walking as you can't park near any of the buildings. It rains in Kauai in March - a lot - so make sure you have umbrellas. Great place for families with children - kids pools. No beach access on this property, but you can have access to the St Regis beach - about 10 minutes away. Restaurants on the property are convenient but expensive. Friendly staff, business center. It is located about 10 minutes (driving) from the main shopping area and restaurants in Hanalei so you really need a rental car to get around."
"We had great experience at the Westin Villas. The rooms and surrounding were very clean Airconditioning worked well, and rainshower was nice. Beds and pillows were comfortable Everyone was very friendly and helpful We didn’t have a car the first few days and the shuttle to St Regis for dinners and to the Avis rental was helpful when we needed to rent a car. Wi-Fi worked great in all areas"
"Westin Princeville is a nice property, and the grounds are lovely & well maintained, but it is not located on the beach, nor can you see the water from most of the rooms. The hotel sits high on a cliff. This is a time-share property & if I were an owner, I would not be happy with the lack of views from most of the rooms. We overlooked part golf course & part parking lot in bldg. 6.
Parking is not good. The small lot in b/w 3 bldgs. filled up & had to park & walk a distance away.

The weather was not the best, but during nicer weather, the pools & pool areas were packed. There are several pools, but areas are small. We finally got in the hot tub, & 6 young children ran over & got in....1 was spitting in the water. Hot tub time over. Need adults only pool.

Our room was very nice, but....We were in a villa and they all have connecting doors to the Villa next-door. We could hear people talking loudly and slamming dishes in the kitchen cabinets all hours of the day and night & the washer and dryer going all hours of the day and night. We also had loud elephants above our room stomping as well. I was a little surprised.

The employees were all helpful & very nice. Front desk staff were very polite & professional. The property offers a “tidy room” program where you can skip your room cleaning for the day for 1 free breakfast. I think this was brilliant & more hotels should this. It saves the hotel $$ & they pass that onto the customer. Very smart business. Breakfast was always a challenge as the birds were flocking into the dining area. We only ate breakfast 4x & all the food was awesome! Especially the loco moco. Highly recommend.

There’s not a lot to do @ the hotel since there’s no beach. They give you a pass to go to the St Regis beach 10 minutes away. 
The Westin has an odd vibe....or really lack thereof. If you like to hang out at the pool and not go anywhere, this is the place for you. 
It’s good for families with younger children. I personally could not imagine staying longer than 5 nights @ this property."
"Could not have been happier with our stay. Comfortable rooms, enough space for us all, friendly staff, great amenities, and very clean. The pool was amazing, the villa and grounds were pristine. Just an overall beautiful place. Can't wait to go back."
Our recent stay at the Westin Princeville Ocean Resort Villas was very pleasant. Our villa was lovely...clean and well appointed. The pools were nice and rarely crowded. Parking was not convenient because the closest lot was small and filled up fast. We usually had to park near the resort entrance and hike to our villa. The restaurants were very nice and all the staff were helpful.
"The Westin resort was great...the Fun Team made it AWESOME! A big ""thank you"" to Masa, Dereck and Jillian for playing many games of ping-pong with me. It helped pass the afternoons while my parents were lazy in the shade! - Bryce"
"This is a great place to getaway from the usual chaos of life. Its NOT a beach resort so its not badly overrun by children, teens, and party goers--if you want that vibe try Maui. but you can access the lovely local beaches (try Anini...More"
Stayed here for the first time but fourth visit to Kauai. Staff are excellent and service is very good. The rooms are a bit dated and few face the ocean. The grounds are well kept but there isn't a lot to the property.More
We are owners in St. John and traded this year for Kaua’i and we loved everything here!! From the pools to the landscaping everything was great!! Gena at the front desk and Natalie the concierge were both amazing! We had a studio room and it...More
This property is perfect for short or long stays. We love the grilling areas next to the pools that overlook the ocean. The perfect trifecta! The staff is both friendly and helpful and the facility is very well kept.
"First off, I'm a first time Hawaiian visitor so of course EVERYTHING is ""awesome"" all the time, so take this with a grain of salt. Westin NAILS it on customer service. Everyone from bell services to our housekeeper to the bartender was pleasant and informative....More"
The Westin Princeville Ocean Resort Villas are the place to stay on Kaua’i ‘s north shore. The premises offer beautiful views and Westin employees really do practice the art of ‘Ohana’. Everyone is friendly and helpful so one can relax and enjoy what the island...More
We thoroughly enjoyed our stay at the resort. The helpful staff is cheerful and accomodating. The concierge was helpful in many ways. She suggested eating spots and pointed out sites to visit on the map she provided.
"My husband and I spent 3 nights here after spending 5 nights at the St Regis. The things we loved were self parking, having our own kitchen, spacious pool areas, and grills throughout the property. They also offer a free breakfast buffet for one person...More"
"great condos close to some amazing beaches and hiking. Quiet, even on New Years week. Only down side was the chickens and geese that run all over and even in the pools! Overall though, what I expect from Westin Villas in any location. Always well...More"
"High end resort. Large well appointed condos. Beautiful grounds. Classic Westin amenities. Several pools. Ocean views from just about everywhere. Staff very attentive and helpful. We have been here 3 times. We have stayed in many Westin properties in the U.S. and Mexico. This property,...More"
"The Westin Ocean Resort Units are well appointed, with Island and Ocean views. They have 'bell hops' since parking and schlepping your luggage would be necessary, during high occupancy parking can be quite remote :-(. The Staff is very friendly and attentive, their motto is...More"
"Our stay was riddled with maintenance issues that should have been noticed and resolved ahead of time. While the staff was polite and knowledgeable about the resort's procedures, they are not paying attention to the results nor addressing the issues guests raise. There needs to...More"
"This is a condo/timeshare hotel that is very upscale. If you enjoy Westin Hotels, you’ll love these suites. We had a one bedroom with a kitchen, laundry and luxurious bathroom. Pools, spas and grounds are all great . My only issue with the hotel is...More"
"This was our first stay In Kauai and we couldn’t have picked a better property. The resort is beautiful and well maintained by hard working, friendly staff. We were offered an upgrade at check in and it was worth the extra cost. Our one bedroom...More"
"We love Kauai. Almost every year for past 20 years, we've returned to this island to get some respite from the winter's chill. This year was no different. Again we looked for something in Princeville, happening on a decent deal at the Westin. We find...More"
"I recently travelled over from Maui to Kauai with my husband and 2 year old daughter. We love Kauai but have never really got to experience staying at a resort there, and we were so blown away! The Westin Princeville Villas are so luxurious while...More"
"We decided to stay at the Westin while doing all of our north shore experiences. For us I felt like the prices were great, we loved their pools. I loved being on the ground and able to walk our my back sliding door to the...More"
"Absolutely beautiful resort and villa stay. Stayed here just 2 weeks ago and while the winter months in KAUAI bring frequent showers, the accommodations are really second to none. The marketing photos really don't do justice to the resort. It is beautiful and far nicer...More"
Had a great time. Resort is beautiful. Great views. Nice room. Staff was great. Special thanks to Susan at the pool side. Definitely recommend coming here. Princeville is a nice quiet side of the island.
"We stayed 4 days and wished we had stayed longer. So much to do in Kauai but you have to drive at least an hour to experience all the adventures on the island The villas have everything you need, kitchenette, laundry, and jacuzzi. The vistas...More"
We loved our visit to the Westin Ocean Villas. Our unit looked at the golf course and was near the ocean. The staff was very friendly and accommodating with anything we asked. The restaurant was lovely and served delicious food. Kitchens are in all villas...More
This was a comfortable and homey place for us to stay. Nice views of sunrise / sunset - next time I might splurge for an ocean view room. The best perk was getting beach access at the GORGEOUS beach at the St. Regis! We were...More
"Lots to do on north end of Kauai. Beautiful resort and we enjoyed our 1 bedroom villa. Took advantage of the pools and jacuzzis. Had dinner one night at restaurant on site, and enjoyed breakfast too. Convenient to Foodland, St Regis, and various attractions."
"Beautiful facility, Outstanding staff, fantastic location. Couldn't have asked for a better vacation spot. Princeville is a beautiful spot on the globe and the vistas are beyond compare. Can't wait to go back!More"
"We strongly suggest you check out your room prior to actually checking in. There were 4 adults in our party and specific requests had been made well in advance, which we were assured would be taken care of. They were not.More"
"The Westin has lovely landscaping and grounds. It occupies a serene clifftop location. The pools are attractive and I like that they are separate and at least one is saltwater. The Villas are comfortable with great beds and bathrooms and large, useful kitchens and big...More"
"We only spent one night at this resort on a family vacation, but we enjoyed our lovely room and hotel amenities. After a very lengthy check-in, we were given a room upgrade (which goes a long way toward customer satisfaction, in my opinion!) All of...More"
"This isn't my first time to the world of Starwood timeshares, so I know this isn't like a typical first class hotel resort. The place lacks SERVICE on the basic operations level. Case in point: I had my cc stolen 3 days before I left...More"
"I booked, paid and confirmed a weeks holiday of a lifetime at the Westin Princeville through the worlds biggest travel agency over 2 months ago. It was made clear to me that I couldn't cancel that booking. Four days before arriving I received an Email...More"
"Truly lovely resort setting with all the bells and whistles of a wonderful , relaxing vacation. Good food, kitchens for fixing up meals, beautiful setting and of course perfect weather. Warm and friendly staff always willing to help. You do need a car to go...More"
"Wow! Everything about this hotel is fantastic! The room was spacious, clean and had everything one would need. It was hard to immediately choose a bath in the gigantic tub, take a splash in the adult pool or go sit and relax in the hot...More"
It was very relaxing and beautiful here. They had a lot of activities each day that my kids (4-14) enjoyed. The koi feeding every morning was a family favorite. They also had a petting zoo and ukulele lessons that the kids loved. We were able...More
"We stayed here for three nights at the end of our 11-day Hawaii trip. After over a week of early mornings and adventuring, this was the perfect place to relax by the pool and just enjoy being, rather that doing. The pool areas are stunning...More"
"Love, love, love Kauai and the Westin Princeville is the perfect location to explore this beautiful island. After a day exploring it was wonderful to come home to enjoy a cocktail on the lanai, cook dinner using the great barbecues and sleep in that wonderful...More"
"When we walked into our studio room we were overwhelmingly surprised with the size and cleanliness of our room. Beautifully manicured grounds, clean pools and hot tubs, great views. While there is no direct beach access, there is a path downhill which can be slippery...More"
We have traveled to this quite and beautiful place to relax and rest. Due to his COPD my husband needs wheelchair for short distance transportation and the hotel accommodated us. It was a chair that was not very steady but they said they only have...More
"We really enjoyed our stay at the Westin. We only ate one non-breakfast meal at the restaurant, it was pretty good, but nothing overly outstanding. The breakfast buffet was enjoyable, though, as was the Sunday brunch. We stayed in the studio villa, which had a...More"
"My husband and I enjoyed our stay at the Westin in Princeville. We found the room to be adequate size, while only being a studio. It was very quiet and there was a parking lot close to our building which made it feel less like...More"
"Now here is a real getaway! Quiet understated atmosphere. Nice pools, close to beaches. Well appointed timeshare. Get a massage with Ellis on a cliff side cabana and you will not remember your worries.More"
"The service was absolutely terrible and there is a huge lack of communication. The food is awful and menu is extremely limited. In room dining, is delivered in a paper sack- in to- go containers. There is NO beach or beach access at the hotel...More"
"Nice property, good size rooms, and the staff were very nice and helpful. The one big complaint I have is that the mattress on the sleeper soffers are terrible. They are literally 1"" thick, about the same as a mattress topper but without the mattress....More"
"Quick Summary: We traveled as a couple on a romantic getaway, the Westin in Princeville is really only geared towards families with young children. Do not go if you are a younger couple, it is not the romantic experience you will be looking for. What...More"
"The staff were consistently helpful. The on-site restaurant is better than average but we found the service a bit slow. The most unusual thing about this hotel is architecture and layout - given the frequent rains in Princeville, it is extremely inconvenient that there are...More"
"One expects a certain experience at a Westin that’s aligned with their brand promise. This one I can say, was really poor and oriented towards up-selling compared to most hotels and not just vs a Westin. Chronologically: A concierge desk who reaches out multiple times...More"
Was excited to be staying at the Westin resort for my 65th birthday but was very disappointed. 1. We checked in early at about 11 am and expected to wait for our room. They took my husband's cell phone number and said they would text...More
"Enjoyable place to stay! We did not have good weather, but we had a very nice stay. We splurged on the hotel before we stayed here so we opted for a small studio. We were offered an upgrade to a larger room without a great...More"
My brother and sister in law treated our family to a stay at this resort. Our family of 7 shared a one bedroom connected to a studio.Great space to accommodate a two year old and a one month old. Gorgeous view of the ocean and...More
"This is a lovely property with beautiful sunrise views of the ocean. It has a beautiful pool area. There is no beach, as the resort sits on a cliff with spectacular views of the ocean and surrounding coastline with the lighthouse in the distance. The...More"
"Not only are you staying at a Westin, but we are owners too and have privileges at the St. Regis which was two miles away. Also participated in Run Westin and enjoyed learning about the area by a local."
"Exceptional place to get away, relax and enjoy spectacular views and surroundings. Took a friend who recently lost their spouse of 42 years. This place provided the best medicine for the person to unwind and regather their spirit. The location, facilities and surrounding area were...More"
"You start relaxing the instant you arrive at the Westin Princeville Villas. Located on bluff overlooking the ocean, the Kauai sunrises are on full display. The staff adds to the feeling of relaxation as well. With just a short drive to Hanalei, the location is...More"
Our third trip to the Westin Princeville resort was as good or better than our first and second. With many places the flavors and fun you have with a first time visit never quiet live up upon return. This place is an exception to that...More
The Fun Team was AWESOME. Jillian was a pleasure to talk to and she helped us make beautiful leis to wear home so we could bring a little piece of the island with us until we are able to return. Susan was also super helpful...More
We learned that when you visit this resort on an exchange you are a guest not an owner even though you own elsewhere. We learned this the embarrassing way when the desk staff gave us an owners privilege card instead of a guest privilege card....More
"After just staying on the beach at the Ka’anapali Westin, I was a little skeptical during our island hopper that the Princeville Westin could have equal views. I was also worried that having to take a shuttle to the beach would be a pain. Thankfully,...More"
"Can't say enough about this place. We stay here almost annually and love the location, staff and amenities. We look forward to spending many more weeks of our vacation here and maybe even part of our retirement. Mahalo!!!More"
We were so pleased with our stay at the Westin in Princeville! The property is so beautiful and our room with an ocean view was clean and well equipped with all we needed. Mel at the concierge desk was amazing! She was so friendly and...More
Nice place to stay. Some of the guests there are a bit of the rude side which made for a few uncomfortable moments in elevators or in parking lots. The furniture is beautiful but the edges are so angular that stubbing a toe or knee...More
"My husband and I came here for our honeymoon, the view over the bay is nice along with a gorgeous sunrise. The hotel itself is a little dated, the villa we had was not cleaned upon arrival. Dishes in the cupboard were dirty, the garbage...More"
Westin Princevillle Kauai provided us with the ideal vacation for a family with 2 kids as well as 2 youngsters. With number of pools we never felt crowded even while being in pool for a good part of day. Room conveniences are appropriate for a...More
"A beautiful hotel with everything you want. Great location, views, service etc. The food was excellent. Every one of the staff really goes out of their way to make sure you have a great time. Many pools, activities and everything you want beautifully manicured"
"We have stayed at the Westin Princeville Ocean Resort Villas 3 times and appreciate the very welcoming staff. The resort has pools, hot tubs, and bbq's for your convenience. Westin will also provide a hospitality room that you can use after you've checked out. This...More"
First time in Kauai and decided to exchange our timeshare for the Westin Princeville. Beautiful resort with well appointed accommodations. Parking was a bit of a hassle but we always found a spot. Centrally located for the northern island activities but is quite a distance...More
"We own a timeshare at the Westin Princeville, and I've used it for several years. Just got back from a week there, and once again found it to be wonderfully relaxed and a very refreshing time away from the world of meetings and deadlines. The...More"
Visiting Princeville on the island of Kauai you want a resort that matches the beauty and spectacular views of the island. Skip the rest and stay at this exceptional resort. You won't be sorry. The perfect vacation.
We had a nice relaxing time at the Westin Princeville resort and scenery was beautiful. Great location for the sightseeing the north side of Kauai. Although relaxing there were only minimal activities at the resort itself. Parking is very inconvenient.
"We stayed in a one bedroom ocean view suite. It was well maintained, with a separate bedroom and a full kitchen, living room and a dining room. It was nice to stay in a condo maintained by the Westin hotel instead of renting from an...More"
"We had a great experience at the Westin Princeville Ocean Resort. All the staff were pleasant, grounds were neatly kept and the views from the cliffs are amazing. Love all the tiki torches around the pool area at night. I am not a timeshare owner...More"
"My wife and I had a great time at this Westin Princeville. It’s paradise! Wonderful views of the ocean, lush vegetation surrounds you, great infinity pools, not crowded, and just beautiful. Highly recommend this place. It’s connected to the St Regis just down the road....More"
"It is a great place to visit. UNfortunately there is no easy beach access. We did use the St. Regis beach, but it's not good for seimming. The Hanalei beaches are great, but if the weather isiffy, it's nota good choice."
"My husband and I stayed here for one week on our honeymoon recently! We loved everything about it. Our room was overlooking the ocean, and offered a great variety of amenities- such as a decent sized refrigerator, little stove, microwave etc. which made it a...More"
"Excellent experience. Concierge staff is incredibly helpful and knowledgeable. The bartenders are friendly and very patience (Cass and Chris, you're the best). The management makes it a point to provide a personal touch and we love that the resort never feels crowded. They update the...More"
Unfortunately the Westin has remained as bad as ever. I am a die hard Marriott person so I was glad to see the merger. Only to be disappointed by the service. I was offered a “benefit” of not having my room cleaned. They offered breakfast...More
"Ended up here as part of a retirement trip my wife put together to celebrate the event, though I am now 6 months out due to an early move. The grounds are beautiful. As the property is up on a bluff, there is a panoramic...More"
"I hate to say it but the Westin is just the best. Stayed in a 1 bedroom, tons of space. It was quite clean, well furnished, big bath lots of towels. What’s not to like. Really friendly bell people. Big fully bed, even really nice...More"
"I have read most of the reviews for this property over the years...I am an original owner, having bought while on Maui in 2007 before the first shovel of dirt had been moved. Some thoughts to bear in my mind in considering this resort: I...More"
Do you like Princeville but find the luxury resorts a little too pricey? Westin is a little more affordable and offers the amenities that attracted you to this area in the first place. The resort is a little older and the rooms could use a...More
"Kauai is simply a beautiful island. When you can find a hotel that mimics the attributes of Kauai, it makes it even better. The Westin Princeville does an outstanding job at this without breaking the bank. Upon arrival, check in then walk towards the back,...More"
"The North Shore of Hawaii has it all—lush rainforest, pristine beaches, amazing snorkeling & sea kayaking, world class hiking, lively hip towns and more. The one thing it doesn’t have is first rate accommodations. Some people swear by the Princeville resort, but apart from the...More"
"Very nice resort! Room had full kitchenette and washer/dryer, which was a great perk! We were amazed over and over with how friendly and helpful staff was. During our 6-night stay there, we had a huge thunderstorm and power was lost to the city (maybe...More"
"People are right when they say this isn't really a Westin. It didn't feel luxurious at all. The nicest thing about this place were the gas fire totems they turn on around the resort at night. Parking is $15 per day, which is their resort...More"
"First and foremost, I should mention that I am painfully loyal to Starwood. I go out of my way to stay at their properties. I also admit that given the treatment I am accustomed to receiving, I perhaps have highest standards than most. My mother...More"
Beautiful property you will not be disappointed by the views of this location. Princeville is a little bit quieter than the other side of the island but a great place to stay. Resort is kid friendly and staff is great. Westin is doing something right...More
"This place was beautiful, we stayed in the Queen villa, and it had a kitchenette and large refrigerator with a freezer, microwave, and a sink. Dishes and pans utensils all provided. There is an option to forego housekeeping then you get one free breakfast buffet,...More"
"Had a great time. Resting on balcony or poolside was relaxing service was top-notch. Wailele Bar and Grill was best value, pricewise during Happy Hour. Nanea was over-hyped and over priced, tho waiter staff was great."
A beautiful week on Kauai at a relaxing place to stay that never disappoints. The villas are roomy and the staff always friendly. Princeville is more like old Hawaii with no the rush and hustle of Maui or Honolulu. A great place to stay .More
"Very comfortable room; overall this property exceeded our expectations as a casual place to have home base while exploring the island. Pools were relaxing and property is on a steep cliff, so no immediate beach access, but you can walk down a long slope to...More"
"The location of the Restaurant in these Ocean Resort Villas - you can either stay inside in the open patio or outside near the luxurious swimming pool - is definitely its best attraction. We were there for breakfast, joyously visited by a troupe of cute...More"
"Outstanding location for a casual vacation. Not much happens here if you aren't a golfer, but the hotel itself was very enjoyable. Staff is there to provide whatever service or activity suggestions are required. There isn't a beach available at the property other than by...More"
The resort was beautiful and the rooms were great except for the smaller villa. The smaller villa is ok for one or two nights but for a week it is very small. Little counter space in the kitchen and just a bar sink for the...More
Wife and I are owners at the North Villas. Stayed for two weeks booking our ocean front one bedroom for one week and traded into another one bedroom for a week but this was mountain view room. Problem for us was that we would have...More
"We traded our timeshare from San Diego to Kauai for the first time and had the most fantastic time. General Manager Denise is the best in her field, along with their entire staff. The condo was a one bedroom and so much room. We went...More"
"Pros: Overall the room is clean, staff is welcoming and the grounds allow lots of room for exploring. Cons: My husband and I traveled to Kauai to celebrate an annivesrary, we don't have children and were looking for a more romantic experience. This condo style...More"
"From the initial email contact with our Concierge Tracey, to the hospitality of the front desk’s Stacy and Gina, we were made to feel to welcome during our entire stay! Tracey helped us determine which activities would best suit us, arranged dinners and our helicopter...More"
"We stayed here for two nights of our honeymoon. The room was the biggest we stayed in during our honeymoon, and it was amazing to have a washing machine, full kitchen, dining room and huge bathroom. It was almost bigger than our London flat!! The...More"
"Stayed four nights at the end of September on our first trip to Kauai. Loved the north end of the island, despite the intermittent rain. Westin villas are always great and this place was no exception- highly recommended!!"
resort was great. We traveled to 2 other islands after the Westin and they didn't hold a candle to our experience at the Westin. Bell Boy LJ went above and beyond for us. He greeted us each day with a smile and anything else he...More
"Just spent two weeks at the villas, one week in a studio & one in a villa. The weather was perfect in August on the north shore. The staff was very welcoming, from China at the front desk to the Fun Activity wahines, Karlyn &...More"
We are owners at this resort. We had not been here in 8 years but from this point forward we will come every year. The problem for us was being able to come for 10 days or more due to my wife's work. The resort...More
Princeville Ocean Resort Villas was awesome! The pool and grounds were very relaxing. Staff at bar and pool as well as the market were GREAT! We were also able to walk around the golf course at sunset to enjoy the great views on the bluffs....More
The Westin was a perfect place to end our exploration of Kauai. We thoroughly enjoyed our 6 days at this resort. We were so happy that Gena recommended that we wait for the room we had been given rather than take one that was ready....More
"This is our 1st stay here in the Villas. Wonderful resort, excellent staff, good food, 10 minute drive to Hanalei. The only problem we had was that the mattresses were uncomfortable. Westin was always known for their good mattresses, but not this time. They tried...More"
"Just DO NOT attend the timeshare pitch, and you will have a pleasant holiday at this lovely property. The facilities are well maintained, there are lots of pool options, the rooms are spacious, and the common amenities are satisfactory. The staff is very friendly too....More"
"This was my second stay at the Westin Princeville and it was as great as I remember. Clean, spacious studio room with kitchenette and washer/dryer. Beautiful grounds, relaxing pool & even a keiki pool with a water slide. There are two other pool/spa areas that...More"
My wife and I stayed at the Westin Princeville in September and the overall experience was very relaxing with plenty of activities in the hotel and also nearby. This is our second time staying at this resort and has become one of our favorite vacation...More
"My husband and I enjoyed our 3 night stay at the Westin. Since it was our 25th anniversary, we requested to have a nice view and we did have a great view of the golf course and the ocean to the side. The grounds are...More"
"The resort is nice. The amenities (kitchen, bedroom) wonderful although a few more amenities in the kitchen would be nice. The staff were very pleasant and helpful. The Sunday Brunch is overpriced for what you get but otherwise the food is not bad. Having access...More"
"First of all, the location is great, perched on a cliff above the ocean just east of Hanalei. Sitting by the pool and watching the clouds above the ocean is very relaxing. However, the resort itself is based upon timeshares. A typical timeshare consists of...More"
"Everything about the Villas was excellent - and you can't beat Kauaii, it's beautiful, quiet and is the home of ""Puff the magic dragon in the land of Hanalei."" The only hiccup we had was with the airport - Island Air is not TSA Pre,...More"
"We love this place! It is immaculately maintained (grounds, restaurant & hotel), and ALL the staff are attentive and helpful. This is some of the best customer service we have experienced anywhere, and we have traveled quite a bit. The staff seem genuinely interested in...More"
"Love the location, villas layout and the amenities. Have been staying at this property for a few times. Will definitely be back !! It is peaceful, quaint, and at night, there are so many stars in the sky.....it is truly breathtaking. Highly recommended this property."
So this is a timeshare property and I am a Vistana (formerly SPG) timeshare owner. In the last year I have had the pleasure of using Staroptions (or Starpoints) to visit six (of 22) Vistana properties. This property was nice in that it has only...More
"We spent a week at the Westin and it was fabulous! The views of the ocean, the golf course, and the sunrise and sunset were fantastic! Great proximity to the St. Regis, Hanalei Bay, Tunnels Beach and other places to swim and snorkel. We spent...More"
"The first time getting to the resort was tricky. It is tucked away behind a few other resorts, and the signs for the Westin don't help much. But the resort itself is wonderful. Great villas with kitchenettes for those that like to cook healthy while...More"
"My experience in Kauai, Hawaii was beyond amazing. The Westin Princeville Ocean Resort is basically on the beach, such an amazing view of volcanos and the crystal clear ocean. In the morning, the resort had a buffet breakfast that was really amazing. At night restaurants...More"
This is our second stay at the beautiful Westin Princeville Ocean Resort Villas. I cannot recommend this resort highly enough. The property is stunning and the staff is fantastic (especially Ryan and Alex in Guest Relations!). We truly spent the week in paradise.
