Review
"We had a fabulous experience at the Koa Kea - terrific pool, hot tub, rooms and delicious menus at the restaurant and the pool bar. The staff were over the top considerate, friendly and accommodating."
The minute you walk into this place you relax. It has such a nice feel to the hotel and very clean and rooms are to a high standard. You have amenities close buy if you fancy a stroll out for dinner. I miss this place already!
We loved this place. For all you northern shore folks we prefer the south. Much homier and comfy. The Sushi chef Justine is amazing and Red Salt is the best restaurant period. Close to everything. We most enjoyed koala Zip Line and Captain Andy’s Napoli...More
"My friend and I stayed at Koa Kea and had the best experience. The staff were friendly, kind and extremely helpful. The service was incredibly fast and attentive. I had some water damage to my phone and within minutes of an embarrassing request for a...More"
This was a good combination of offseason pricing and great location. The in house Red Salt restaurant was excellent. Great service including very helpful consierges (booked our excursions in advance) and very helpful driving direction postcards. Nice pool and beach access.
"For us, this boutique was the perfect size for a truly relaxing Hawaiian vacation. We were only there 3 nights, but wish it had been ten. Great pool, excellent views and easy to access location. If you love the south size of Kauai, this is...More"
"This lovely place is where my new bride and I spent our honeymoon. We were originally headed to the Virgin Islands, but the hurricanes damaged our hotel. We did a quick search for Kauai and this little place came up. This was the beginning of...More"
"I agree with all the good things reviewers have said about this hotel. Whether it meets the status of ""Luxury"" I'm not so sure. What I liked most was the low volume of guests and all adults the week we stayed. The cleanliness and housekeeping...More"
"We recently stayed at the Koa Kea resort. It is a relatively small hotel located on the beach. The room we stayed in was perfect, with a partial ocean view and a patio with chaise and chairs. The pool was steps away. There's a beach...More"
"We spent 5 days in Maui at Hotel Wailea and 5 days in Kauai at Koa Kea. Koa Kea sits on a beautiful location on Poipu. We loved the views and sunsets. Kauai has awesome activities. We enjoyed wonderful dinner and breakfast at Red Salt,...More"
"The property is beautiful, staff is excellent. If you are looking for a place that isn't a big resort but with all the amenities this is the place. Small enough to not be bothered with loud guests that party. Small unique restaurants nearby that will...More"
"Loved our stay at the Koa Kea. The amenities here go above and beyond in terms of luxury. Front desk staff are warm, friendly, and eager to help. Valet guys are also very upbeat and friendly. The location is directly facing the ocean and sitting...More"
"Pictures do not lie. This hotel/properly is beautiful and the best on the island. Staff is exceptional and extremely helpful with recommendations for food, activities, etc. Beach is like a post card. Rooms were spacious, clean, and well kept. Bed is super comfortable. Restaurant and...More"
"My wife and I went to Kauai for honeymoon and stayed at the Koa Kea, which is best described as a boutique hotel. The rooms are clean, the service is A+, the grounds are quiet, and the food at Red Salt is some of the...More"
We spent 6 nights at Ko'a Kea and loved the ambiance of the smaller luxury resort. The staff was amazing - our favorites were Kei and Daniel at the valet station. They were a wealth of information and we loved spending timing visiting with them...More
"We prefer low profile, smaller boutique properties aimed at adults for vacation choices. This property markets itself as such. We were drawn to Koa Kea by it's Tripadvisor rating and it's Red Salt restaurant. The dinner at Red Salt was very good and worth a...More"
The hotel is situated in the perfect spot to enjoy Popui Beach. The grounds are well looked after and the staff are very nice and helpful. We only ate once in the red salt restaurant and had our most expensive and worst meal on our...More
"Overall disappointing for the following reasons: Upon arrival, our room was unclean. The floor hadn't been vacuumed and there was food on the floor from the previous guest. There was hair in the shower. The room was worn. When we spoke to the front desk,...More"
I have sent people there and they were enamored all the way. I have had lunch there 3 times with others. It is a dynamite boutique hotel with great ambience facing the ocean. I liked it for the smallness with delicious food and lovely pool...More
"We spend 4 nights as our first leg of a 4 Island tour in Hawaii.This hotel has indeed as somebody already mentioned the feeling of a big motel, the majority of the rooms are faced inward as it has a U-shape. You need to drive...More"
We had a charming three-night stay at this small resort. It's located in a beautiful setting right on the beach. The customer service is very nice and responsive. The grounds are well kept. The service is good. Here are a few things to know about...More
"Friendly staff. Very quiet. Rooms are well accommodated. It's a great place to unwind and relax. If you are looking for a break from the more busy resorts, this is the perfect place. I cannot say enough good things about Koa Kea, and am very...More"
"This was our first stay at this hotel. We found it last time we were in Kauai when we ate at Red Salt, which is a fabulous restaurant. As our kids have gotten older, we are looking less at pool slides and shows and more...More"
"We stayed at Koa Kea for four days during our honeymoon in August and it was amazing, right from the moment we arrived. We were greeted by friendly faces and a complimentary bottle of wine in the fridge. The room itself was modern and spacious...More"
"We stayed at the Koa Kea last week for our honeymoon trip. It was incredible! Lovely staff, excellent location, and quiet with beautiful views. Don't hesitate to ask the valet for directions or restaurant recommendations -- they gave us some great tips. Also don't miss...More"
I will highly recommend Koa Kea to anyone planning a trip to Kauai. We just left the first leg of our honeymoon and this was the absolute perfect place to start it off. There weren't many children and the pool area was never crowded. The...More
"We spent 6 nights in this hotel. The location and views are great and all staff (at the bar, restaurant, beach club and valet) extremely friendly. The hotel itself is a little underwhelming (looks like a motel) but is much calmer than the surrounding larger...More"
Stay at the Koa Kea and you will definitely be spoiled. I'll likely compare every place I stay in the future to this resort and I'm positive they will come up short. I could say 'ditto' to many of the reviews here and be done....More
Koa Kea is a wonderful place. Many told us if we wanted luxury to stay at the St. Regis which is on the north end of the island. But Koa Kea is a gem on the south side that saves you a ton of money...More
We have not yet stayed at the property; however we can say that the reason we booked at the Koe Kea Hotel is because of the fabulous service we received on several phone calls. We spoke with several reservation specialists and front desk people who...More
We were greeted by very friendly and attentive valets. They were excellent the entire trip!!!!! Lots of advice and immediate service with our car and luggage. We were led inside by the valet and greeted with leis. We were taken to our room by one...More
"Beautiful location, fabulous staff, attention to detail, deluxe ocean front room was wonderful! This resort is more for couples who want quiet and romance. Right next door is the Marriott which is more of a large family complex for kids and families."
My husband and I stayed at the Ko'a Kea hotel from June 24th to June 30th for our 25th anniversary. The staff could not have been friendlier or more helpful. We stayed in a deluxe oceanfront room. The bed was like sleeping on a could....More
"Not much to say beyond what has been said by others, but the vibe at this place is spectacular for couples. It is next door to a major resort and walking between the two properties is like walking through a time warp in that the...More"
"This boutique hotel has some advantages compared to the Grand Hyatt and Sheraton that may make it better for couples. The staff are friendly and professional and if you include breakfast have a lovely assortment of entrees to choose from (lobster eggs benedict, specialty pastries,...More"
"We spent nine glorious romantic days in an Oceanfront second story corner room. We had an incredible view of the ocean and surfing. Staff and food were perfect. Nice pool, spa, gym and outside bar. Go!"
My husband and I booked this place because we wanted a quiet place. It's quiet and the staff are friendly. The food is excellent - breakfast and Red Salt. It's tucked away and next to the big Marriott. The Marriott is a family friendly place...More
"Just returned from 4 days at Koa Kea Resort on Kauai. Clearly the nicest small resort on the sunny side of the island with top notch service, amenities, wonderful restaurant Red Salt, and private pool and beach area. On a stretch that includes the HUGE...More"
"My husband and I arrived with our mid 20's son and daughter and thoroughly enjoyed our 3 night 4 day stay in paradise! Poipu beach is beautiful and there aren't enough words to describe the magnificence of our stay, which began the moment we pulled...More"
"Our impression of Koa Kea started with the group reservation specialist, Pearl. Pearl was incredible to work with right from the beginning and without even knowing it, she set the tone for what was to follow. A very special stay surrounded by caring and attentive...More"
"The South Shore (Poipu) has not only some of Kauai's best beaches, but also includes I believe is one it's best resorts the Koa Kea! Great location, outstanding service with attention to every detail. The onsite Red Salt the restaurant is incredible. Their rooms are...More"
"The Koa Kea Hotel is a perfect boutique getaway situated between the Marriott and Sheraton Hotels on Poipu Beach. It is a wonderfully small hotel with attention to details like room turn down treatments, welcome gifts, free water in the room, and fresh Kauai grown...More"
My husband and I stayed here back in 2012 and loved it. In the time between then and now the hotel has changed owners but it is still a beautiful and peaceful getaway on a gorgeous stretch of ocean. The staff was helpful and friendly....More
"Had the most wonderful time here on our honeymoon. The staff was friendly and helpful, and the whole vibe of the resort was perfect -- intimate, tranquil, and romantic. The guests mostly seemed to be other couples. Would recommend getting a partial ocean view room...More"
"If I were to compliment on one thing that this resort does best, it would be the high quality service, it is literally one of the best staff experience I've had. The resort was beautiful and well located near to Poipu beach. I would highly...More"
"We have been to Kaua'i half a dozen times; having no desire to explore Oahu and the city of Honolulu nor the other islands just yet, and we always stay at the Koa Kea in Poipu. It has become our favourite hotel on the islands...More"
"My husband and I stayed here on our honeymoon and had a wonderful time. As a smaller resort, the property feels intimate and luxurious without being impersonal or overwhelming. The staff was incredibly helpful and friendly, and the facilities and grounds were beautifully kept. Most...More"
Fantastic time at Koa Kea. The staff is so attentive and it is absolutely relaxing! Best suited for adults or couples. Pillow top beds make you fall asleep in minutes and is right on a beach for snorkeling or surfing.
"Koa Kea is perfect! Just the right size for a couples get away or a family vacation. Every staff member we encountered was professional, caring and appeared to enjoy their job. Every aspect from the room to the amenities offered are well thought out and...More"
"We stayed for 3 nights, very relaxing and enjoyable. The staff is incredibly helpful to your every whim. We had an oceanfront room and thought it was well worth the extra money to fall asleep listening to the ocean. Food is delicious but expensive."
"We spent about 5 days at Koa Kea in April. While I've stayed at many places with staff as accommodating and professional as Koa Kea, I would say I've never met a staff as legitimately friendly. The room was a great size (we were afraid...More"
Spent a week here and we really loved the place. Staff at all levels was excellent and attentive from the front desk to the housekeeping staff to the valet/bell personnel. They really made us feel special. The grounds are kept meticulously cleaned and well-groomed. Staff...More
"Love, love, love this resort. We had an oceanfront room and it was awesome! Beautifully decorated and I just can't say enough. Not too crowded, just what we needed. You can go to the pool and just walk down to the beach. Amazing Mai Tai's!...More"
We chose the Koa Kea hotel over other resorts in Poipu because of its more intimate size. The entire family was very happy with every aspect of our stay and we would return without hesitation. The hotel staff were uniformly friendly and extremely attentive. The...More
"We stayed 6 days, 5 nights at the Koa Kea. This is a wonderful property. High-quality but not ostentatious. It is sized well - not huge but also not tiny. We had a garden view room, not near the beach. It didn't matter because the...More"
"This is a handsome property on the beach, a little hard to find (hidden beyond the Marriott) initially but worth the search. We enjoyed our stay. Only a few rooms face the ocean, most face the swimming pool or the back gardens."
This was truly the find of our entire trip. My husband and I had dinner there the second night in Kauai after a harrowing 'condo experience' that otherwise shall go unmentioned and it was pure bliss! Our server was Chris- just the perfect blend of...More
"My husband and I just returned from a week at the Koa Kea and had an absolutely amazing time! Truly, the service was wonderful - the staff did everything in their power to make it a special, relaxing, and memorable stay. The property is gorgeous...More"
Looking for a smaller place to chill out? Look no further. The staff is lovely. The rooms are too. Food's great. Nice pool to sit and read. Did I miss something? Don't think so. We'll come back ASAP. Used to go to Maui. Kauai not...More
"We went to celebrate my 50th birthday and we felt pampered and cared for the entire time. It's a great location, seemed like all adults, quiet and the property is impeccably maintained. All staff were warm, welcoming and responsive to our requests. Location is great...More"
"We absolutely loved this boutique hotel. The valets were excellent. The front desk welcoming. The room quiet and comfortable. A mattress you can really sleep on. We had a problem one night with the a/c, they had somebody over to fix it in 5 minutes,...More"
"This is a hotel that grows on you every day of your stay. It doesn't have the same ""wow"" factor upon first arrival that a hotel like the Four Seasons Maui does, but what it does have is an extremely friendly staff, wonderful food, and...More"
"Love this beautiful resort. It has everything.... great beach, wonderful pool area, terrific helpful staff, beautiful rooms. We splurged and got one Oceanside. It was worth every penny to spend the lazy, warm afternoon watching surfers on the break on our lanai. I can't recommend...More"
"My husband and I stayed here for our honeymoon, and couldn't have been happier with the location, quietness, and service. We ended up choosing the Koa Kea after we had called several hotels in both Maui and Kauai, and Paula at the Koa Kea, who...More"
"We just got back from a five day trip to Kauai for our babymoon, and we absolutely loved Koa Kea! It is a boutique resort with a chill, luxury vibe right on the beach in Poipu. Since I was 7 months pregnant during our stay,...More"
My husband & I had a fabulous stay at Koa Kea. The staff was so friendly & helpful. They went out of their way to make us feel welcome. Our breakfast & dinner at Red Salt were both delicious. Each time I spoke with a...More
We chose this hotel because of its reputation and because we didn't want to do a mega hotel on Kauai. It was a great fit. Located directly on the beach the setting is terrific and very relaxing. From what we could tell every room had...More
"We stayed at Koa Kea on our honeymoon for 4 days in February and had a wonderful time. They had great on-site amenities, like snorkel rentals and towels/chairs to take off the property. The pool and lawn area are accessible to the public beaches but...More"
Overall a great place. More adult oriented which was nice. Great lawn and beach access. Staff all friendly and helpful. Only negative to me was prices at pool bar $14.00 for a gin tonic is just stupid and hard to understand. Regular stores sell liquor...More
"Had part of my honeymoon here. Worth trip, worth the stay. We had an ocean view room... nothing like it! Amazing to wake up with the sound of the ocean. Places to eat were faily close as we tried not to eat at the hotel....More"
We were thrilled with the feeling of the Koa Kea from the minute we were greeted by the young man when we drove up to the hotel. Angelea greeted us with a smile and was truly happy we arrived. She talked to us to see...More
"We stayed here for 2 weeks in November 2016. Had an amazing stay, we were lucky enough to have an Ocean front room for the duration of our stay. Listening to the waves crashing every night and watching the sunset from our balcony, it's just...More"
"This was the nicest and most accommodating hotel I have ever been to! My husband and I stayed at Koa Kea on the last leg of our honeymoon, and we couldn't have asked for anything better! It is very evident that this hotel's # 1...More"
"Tasteful, intimate and pretty Hotel. Pros: Excellent customer service Rooms are tastefully decorated Quiet Hotel, perfect for relaxing Swimming beach area very close Cons: Pricey Restaurant needs work. The only time we got mediocre service, was in the restaurant. Indoor seating only, which is a...More"
We stayed here January 12-18. It was so quiet and relaxing. We had an ocean view King Room. Very clean and large. They could update the furniture it was a little scratched. We liked the turn down service at night and the complimentary water. Housekeeping...More
"The resort was just perfect for our family trip. Beautiful views, great pool and hot tub. The service was excellent--anything we requested, they were right there with it, and everyone was very friendly and helpful. The ocean front room was everything we'd hoped for.More"
"Would probably rate this closer to a 3.5. It's not bad, but it didn't blow me away. We stayed here because we couldn't get a room at another place we had tried for. It seemed very nice on line. In the days before we left,...More"
"hotel with many deficiencies of service, no welcome no crown of flowers how custom of the place, there they have delivered the room to 15 of the afternoon, the service shoddy, breakfast miserable, cleaning rooms after the 16,00 of the afternoon, staff hateful particular those...More"
We rented two rooms at this hotel --with my children in their 20's. The oceanfront ground floor room was worth the upgrade fee -- felt like we were living right on the beach. The staff was incredibly nice and helpful and responsive. They were as...More
"We stopped by to check it out and have a drink - Blended Lime Mojito, and Mai Tai. Both awesome, and what a romantic setting. An amazing place, definitely going to stay here next time. Ate lunch by the pool, and had several drinks then...More"
"We keep coming back every few months because Koa Kea has incredible service, the friendliest most capable staff we've ever encountered in our many travels, an intimate gorgeous setting, and the best location on Kauai.More"
"We stayed at Koa Kea for our 1 week vacation in Kauai. Throughout our stay we were extremely happy and satisfied with the amazing staff and amenities of this resort. To mention a few, the valet members are always at your service and greet everyone...More"
"It might be the time of the year, but our stay at Ko'a Kea was most enjoyable, as there were no crowds and it was a very relaxing property. We came in late at night and a cordial receptionist and valet met us with smiles....More"
"Just returned from our Kauai vacation, staying at Koa Kea. We selected this based on internet research and reviews, and were extremely happy with our choice. It's in a good location on the south side of the island. Shopping and other restaurants are nearby. There...More"
This was probably one of the coolest places we've stayed in a long time. I could swear that it was some older 50's era motel that was recently renovated into a small luxury hotel on the best area of Kauai. The rooms were clean and...More
Positives: - Good pool service - Red Salt for dinner was excellent - Bottled water provided - Self Service laundry - Nice shower - Friendly staff In theory this boutique hotel should out-shine any mass market chain hotel on the island. It should have been...More
"My wife and I celebrated our 28th wedding anniversary and the GM sent a complimentary bottle of champagne to our room. Our room was a partial ocean view in building 2, very nice, even though we were father back from the ocean, we could still...More"
"Oceanfront resorts in Hawaii tend to be huge with over the top landscaping, monstrously large pools, and crowds of children. The Koa Kea is a rare small luxurious resort hotel favored by adult visitors who appreciate a quiet experience. The rooms are within seconds of...More"
On a visit to Kuaui I booked two nights at this resort based on the excellent reviews posted on TripAdvisor as well as references to the hotel in other travel sources. I reserved a garden level room which required full pre-payment even though booked months...More
"My husband and I stayed at this hotel for 9 nights. We loved it. The rooms are very nice with an ocean view and a balcony. The service is great. The day we checked out, they offered us a complementary room to repack and shower...More"
"We visited late October for our honeymoon and never wanted to leave! The staff was extremely helpful and friendly throughout the hotel and they provide many services, which made this place convenient for us as we never had to worry about a thing. The valet...More"
My wife and I stayed at Ko’a Kea Resort from 10/10 – 10/20/16 on the Island of Kauai. We had a wonderful time. Ours was more of a couples vacation for our 34th anniversary. We had an ocean front suite that was literally right on...More
"I was in desperate need of some R&R after completing a huge project for work, and I wanted to celebrate my birthday. The Staff at the Koa Kea arranged several amazing activities for me, I didn't have to lift a finder: zip-lines in the rainforest,...More"
"This hotel is small, but I was able to walk out of my room and be in the pool in less than 30 seconds! There's bar service and food from Red Salt Restaurant is served by the pool. The pool was small, but it served...More"
After having our friends and family watch us get married in Hanalei we treated ourselves to a week long honeymoon at Koa Kea. Such great service! Free bottled water brought the rooms everyday along at night with a few chocolate macadamia treats. This is a...More
"So when people say that Kauai is a bit behind, they are, but not Koa Kea. They're quite modern and trendy. Service overall was plain jane. Nothing to note which means that they're decent, not poor but not great either. You pay for nice rooms,...More"
"Liked this place - staff were so friendly and helpful. Rooms were spacious and well maintained. Food was great for every meal, for breakfast, lunch and dinner. Mai Tai was lovely but very strong! Enjoyed staying here - give it a go if you are...More"
"What a fabulous hotel. My husband and I celebrated our 25th anniversary here and have only great things to say about it. As soon as we arrived, we were given a very warm welcoming and congratulated on our anniversary. They also upgraded our room to...More"
"Small boutique hotel set amongst large scale Marriot and sheraton. Stayed in garden room with partial ocean view-perfectly peaceful. This place is ideal for couples, though there were some children here, the place is so peaceful i imagine it would be a bit stressful here...More"
"I loved Koa Kea! I have just moved on to a Marriott in Oahu and wish I could return to the serenity of Koa Kea! We were celebrating our 30th and had an amazing suite that offered an amazing view! These aren't luxurious marble suites,...More"
"My fiance, my parents, and I traveled to Kauai for my graduation present. We stayed for 6 nights at the Koa Kea hotel and got to experience all of their wonderful amenities. Firstly, the hotel is serene and gorgeous. The showers were large with dual...More"
"Overall I think the hotel & grounds are extremely nice, however, for the price I was very underwhelmed. The service was good, not overly exceptional. The rooms were nice but not extravagant. I guess, due to the price-point of this hotel, my expectations were set...More"
"For a hotel that is constantly rated as Number 1 in peer reviews, it beggars belief that this is true. At best it is an average hotel for the money. The rooms were of good size, the bathrooms and bathroom ammenities were of very good...More"
Staff is fabulous - friendly and helpful. This is a small hotel near the beach. Great comfy beds. Good food at poolside and in their restaurant. Conveniently located at Poipu - where the weather is often the best on the island.
Beautiful boutique hotel with beachfront access Red Salt a 4 star restaurant is part of the hotel and should not be missed as well Beat thing about the hotel amidst large resorts is it feels smaller and personal The staff and manager Jeff were very...More
"We just stayed here on our honeymoon based on a review from Conde' Nast Traveler rating this hotel the #1 hotel in Hawaii. While the hotel was really very nice, I'm not sure I would rate it the best in all of the islands. Their...More"
"We stayed at the Koa Kea for our Honeymoon and it was well worth the price!! From a stunning oceanfront view to a luxury, modern feel of the suite, Koa Kea resort made our stay more than expected. The staff was by far the best...More"
"Just returned yesterday after a 4-night stay here. This hotel is obviously a renovated motel. We upgraded to an oceanfront room and are so glad that we did. The views of the surfers in the morning and evening were fun to watch, as were the...More"
We stayed at Koa Kea for 3 nights in August 2016 and it has been a wonderful experience. We reached Kauai at 10 in the morning and called the Koa Kea reception to enquire about an early checkin. When we arrived there around 11am the...More
"We stayed at the resort Aug 21-25, having just stayed at the St. Regis in Princeville. Both my husband and I actually preferred the Koa Kea (in Poipu), in terms of service and location. Princeville is stunning, but it is pretty isolated and has a...More"
"First the good - best valet staff ever. Fast, friendly, genuinely interested in their level of service. Thanks guys! Location is certainly good, beach was pretty nice if not the best for swimming. Nespresso machine was nice to have. I actually liked the partial ocean...More"
"Koa Kea is an amazing place! Not as large as some of its neighboring resorts, the smaller size led to greater comfort and familiarity with the grounds. It has a beautiful pool and outdoor bar area and an incredible view of the ocean. We spent...More"
"We just stayed 7 nights in the Ocean Front room at Koa Kea and WOW did we love it! Housekeeping and room service generally showed up within 10 minutes or so, and the front desk, concierge, bartenders, valets, were all amazing. Very helpfu, honest, positive...More"
"The staff was SO friendly and helpful--everyone! They imbue the hotel with the ""aloha"" vibe beautifully! We so prefer a smaller hotel rather than huge resorts (like the ones on on either side of Koa Kea). It was a perfect fit for us. Dinner at...More"
"My wife and I spent two weeks in Hawaii for our honeymoon. The first was in Maui, and the stay at the Sheraton there was pretty bad. Although Maui is beautiful and fun, the hotel there put a damper on the start to our honeymoon....More"
The hotel is indeed beautifully located and we had a great time during our 5 nights stay. We had a nice room with partial ocean view in the 2nd floor and one of the fastest WLAN I ever saw in any hotel without extra charge....More
"We chose this resort after doing a lot of research on tripadvisor about which hotel was going to offer the best overall package for our honeymoon destination. We were looking for somewhere on the quieter side, with beautiful beaches, great service, and a relaxing atmosphere....More"
"It has been a year since we traveled to Kaui and stayed at Koa Kea Hotel & Resort. As we look to return to the Garden Island, there's only one place we are interested in staying - and I realized I did not write a...More"
"We stayed here for our honeymoon and honestly, don't have a single negative critique. We enjoyed the intimate and quite nature of the resort. The staff could not have been more friendly, and our room was clean and incredibly comfortable. Could not have asked for...More"
"This hotel is in a very convenient location. The service was great and the amenities really helped us relax. Sometimes hotels in Hawaii can be a little dated, but our room was very modern. Big comfy beds and large showers are always a winner for...More"
"My wife and I stayed at the Koa Kea for our honeymoon over July 4th for 5 nights. Incredible property, very clean, updated and perfect if you're looking for relaxation on your honeymoon. A quick walk down the beach path and you'll see the madness...More"
"We love our four kids more than anything. But once a year we like to get away for just grown up time. This place is our favorite. Exactly what we are looking for. Quiet, high end, unbeatable water front location. These pictures all from our...More"
"We chose this hotel based on the reviews, we wanted somewhere peaceful and relaxing. This hotel definitely ticked the box. It's in the middle of big resorts like the Marriott and Sheraton which are easy to walk to for dinner and the beach but so...More"
4 days booked and payed for a noisy and dark room with view to parking lots. When asking for another room they were very unaccomodating. I wanted to celebrate a special occasion there but decided after this disappointment to change the hotel. The hotel was...More
"My husband and I stayed a week at the Koa Kea Hotel and Resort for our honeymoon and it was a wonderful stay. The staff are exceptionally friendly, the accommodations were clean and spacious, and Red Salt was a lovely perk to have so close....More"
I'm currently still at the hotel. I'm in night number 2 of 3 at this resort. I'm enjoying my experience so much that I wanted to share. I booked this hotel without much thought. It was the number 1 hotel on Tripvisor and had an...More
"This was our second stay at Koa Kea. We last stayed in 2011. It was a lovely stay, but this place is JUST as it was 5 years ago and it's starting to show its age. For the price paid per night, this place really...More"
We spent 6 nights at Koa Kea in June 2016. Everything about our stay was wonderful. The property is beautiful and faces out to a gorgeous view of the ocean. The staff is extremely friendly and helpful - you don't have to worry about anything...More
"Koa Kea is a small but intimate hotel between couple of large hotels, but it is a gem on the South Shore!! No large bustling lobby, no crowded wait in line restaurant, no screaming kids and crowded pools here. Koa Kea offers a very friendly...More"
"The entire time we were at Koa Kea, we felt like we were getting away with something. This stunning, secluded beachfront resort has the privacy of a personal condo or beach house, yet all of the amenities of a full-service resort. It's almost all adults...More"
Like many other travelers my wife and I chose this hotel due to the positive reviews (as well as it's location in Poipu). Their service was over-the-top wonderful. The gentleman who greeted us on arrival to check us in (Tracy) was beyond great. Not only...More
Charming boutique style hotel in the popular Poipu area of Kauai's south shore. Traveled with family there including two adult daughters. We had an opportunity to compare the larger properties and resorts to Koa Kea and we all agreed that we preferred the more intimate...More
"We can't say enough positive things about our stay at Koa Kea for our honeymoon! The resort is beautiful and quiet, elegant but not overwhelming. We wanted somewhere quiet and relaxed for our honeymoon and the location in Poipu was perfect weather-wise and also for...More"
"Koa Kea is a beautifully maintained resort. The property is gorgeous, the water is crystal clear and there is always enough lounge chairs to go around. Staff is super friendly and the food in Red Salt is to die for. The soufflé pancakes are worth...More"
