Review 
"Princeville is a beautiful area and Hanalei Bay Resort is a great location with most units having outstanding views. Grounds and facilities are well kept and beautiful. Right next to the St. Regis hotel is a big plus for high end dining and shopping, with...More"
"This is my 4th time at the resort, and it keeps getting better! The management is top-notch and they are always looking for ways to improve the property and the quality. The new Happy Talk Lounge is a great addition, and the Ukulele swim-up bar...More"
"The condo is absolutely gorgeous, the owners have everything you need and many things you don’t know you need, really 5 star living. 2 bedrooms with very comfortable king size beds and a loft with 2 double beds perfect for the kids Have your morning...More"
"We have owned at Hanalei Bay Resort since 2001 and love going back every other year! The staff is great and the grounds and units are well maintained. While there is no restaurant on site that serves breakfast or lunch, you can always buy food...More"
We stayed in a privately owned unit (#6102) rented thru Aloha Condos. The unit was 1 bedroom 1 bathroom with a sleeper sofa in the living room. Kitchen and laundry also in unit. Everything in the unit was as expected.Let's start with the positives. Very...More
"Overall, this resort is a beautiful place in a great location. The staff is friendly and the rooms are clean. It's perfectly situated on the north shore and close to all the restaurants, shops, beaches, and other attractions. However, the amenities leave something to be...More"
I got a great room in Guava building. The only issue is the Nene geese ( just fooling). The pool bar is great. Just have to be careful with the specialty drinks. Not all rooms have the view of the Bay. This resort is usually...More
"1) The free golf cart shuttle service is limited to one cart at a time and it serves the many acres of the resort. We requested a cart near the beach for the trek up the hill but after 20 minutes, no cart arrived. Management...More"
"The resort is well located on the north side of the island. Wonderful hiking is close. There is a small Princeville shopping center nearby with a nice grocery store that has a pharmacy. There's also a small Primary Care Clinic, which we used because my...More"
"So it seems that this resort has some hotel rooms and then some units that are owned and rented out. The hotel was booked when we tried to get a room, but were able to find a re talk unit. After reading reviews, it seems...More"
My husband and I stayed at Hanalei Bay Resort in a studio we found on VRBO. We were very happy with our unit and the resort property. We stayed in unit #1558. This was a perfectly compact studio for a couple at a very reasonable...More
"Definitely wonderful piece of paradise .Like I said , it is only one thing away for being perfect - unfortunately You can't see full unobstructed sunset from Princeville - only partial . To do that You need to get to the end of Kuhio Hwy...More"
"Upon arriving we were deposited by a rude bellhop in a room that truly reeked of mold AND fresh cigarette smoke. The fact that a ""resort"" would lack sufficient quality control processes to prevent such a thing is alone pretty much disqualifying for HBR. The...More"
"Been coming for years. Favorite location on the island, altho' wetter side. Can walk anywhere in Princeville community from this location. Not the big highrise mega-resort if that's what you want. But very relaxing and beautifully laid out, well run. Will be even better when...More"
"We've been coming here for since 2001. Love every minute of every trip. Great condos, wonderful staff make sure you experience the Aloha spirit. Looking for a place to lay back and enjoy Kauai, this is it!"
"Hubby and I stayed at HBR for our 5 yr anniversary for a few heavenly days on the Kauai North Shore. Everything about our stay was absolutely lovely - the fantastic and helpful staff, the clean rooms and facilities, the lovely grounds, the gorgeous pool...More"
"My husband and I stayed here on our honeymoon. I can't put how perfect our stay was into words! The room was clean, the staff so friendly and helpful, the view of the mountains and bay from our back patio was absolutely breathtaking! The grounds...More"
"located overlooking Hanalei Bay, a resort with beautiful grounds, a pool to die for with a swim up bar, music every day at both pool bar and main resort bar, I Bedroom unit very spacious and fully loaded and comfortable."
"I started enjoying HBR a decade ago....and each year it is more and more amazing... will write more later ... this is just a start.. hope u get a chance to enjoy the lovely views, lovely rooms, amazing amenities."
Excellent accommodations friendly staff. Clean and well taken care of. Beautiful pool and swim up pool bar. Nice hot tub. Spectacular beach in walking distance with transport by cart if needed. Highly recommended.
We stayed here for 10 days in Oct. as we love the N. Shore of the island. Rented a condo directly from the owner; Condo with full kitchen in Bldg 5 was great. Nice salt water pool with a walk down hill to the beach...More
18 years coming to this resort and we never tire of the view. This year we are sharing our experience at HRB with 3 different sets of friends. Our friends are speechless about the views and resort’s appearance.
"Beautiful place to stay. Quiet and peaceful in beautifully maintained grounds. Pool bar is a great casual area. Rooms are ample with great views of NaPali, Bali Hai and Hanalei Bay. Restaurant currently being refurbished to take-in sunset views."
My wife and I and another couple had a two bedroom unit from October 20 to November 10 of 2017. This place is pure Kauai garden isle magic. The resort has manicured grounds with beautiful tropical flowers and plants and fruit trees and many exotic...More
"At the end of our holidays visiting Hawaii, Maui, and Kauai we stayed 2 nights. We had booked a one-bedroom condo, were allocated in the Hibiscus building, room 1307/1308. The layout is like 2 connecting hotel rooms, with 1308 having a kitchen area and the...More"
"HBR is the best timeshare resort in all of Hawaii. We've been to all the islands and a lot of the resorts. This place is by far the best location and best place to stay. It has direct views of Hanalie Bay, direct beach access...More"
"We were amazed at the size of our condo! We should have brought more people. Just the two of us and a huge living/dining room, kitchen, bedroom, and two large baths! Plus we each had our own lanai with drop-dead beautiful views. We loved the...More"
"This is not really a hotel but a mixture of residence condos, time shares and some rooms. If you are renting a single room for just a few nights you are at the bottom of her list for rooms. The rooms are assigned randomly (so...More"
"My wife and I chose this resort for the views; which absolutely delivered. It is the staff's lack of couth that prompted this review. Check-in desk told us to ""Go find your room."" That would normally be fine; but this resort has no signage, no...More"
Really nice views from the resort area and from our condo. Pool area is large and the swim up bar is good with cocktails. So many plastic disposable cups used here though where plastic re-usable cups would be fine. Restaurant is getting renovations but very...More
Just returned from a heavenly week on Kauai at the Hanalei Bay Resort. The experience was perfect! The layout of the resort itself perfectly blends into the hillside facing the bay. Keeping the cars at the top parking lot maintains quiet serenity by the resort...More
We very much enjoyed our stay at Hanalei Bay Resort. We were overlooking at the Bay from our unit. We enjoyed looking at the flowering plants that were very well maintained. It rained on and off while we were there which we did not mind....More
"Nice, clean pool and hot tub, both with waterfalls. some of the waterfalls have steps and you can go sit in them. Check-in desk staff was confused and disorganized. We found out later that we should have been given an activity calendar and pool towels...More"
"If you are looking for a place to get away and relax, this is the place. Wonderful views of Hanalei Bay in a lucious garden setting. It's quiet and peaceful, except when the rooster wake you up at the crack of dawn. You can buy...More"
"First of all, this is a beautiful resort. The grounds impeccable. The views stunning. It's a haven of peace and quiet. Happy Talk a welcome addition albeit strange opening hours, 3 until 9 pm and the kitchen struggles at times! However, my word of warning...More"
"Our fourth year staying at HBR and it feels like our second home, only more beautiful and in Hawaii! The foliage and views are spectacular. My 89 year old Mom joined us this year, she has travelled the world, and said it is the prettiest...More"
"My husband and I have rented from the Oehms for years (lovely people) but this was the first time we stayed in #4105. What an awesome unit! The view is simply stunning, with the waterfall covered mountains and deep blue bay. Having coffee on the...More"
"We loved our stay here, our paradise with vistas overlooking the magnificent Hanalei Bay and the surrounding mountains. I loved that the beautiful pool is a Salt pool, no nasty smells from chlorine. I will not swim or spa in chlorinated water so this was...More"
"The resort itself was great, but we stayed in a privately owned hotel room which was small and dark. We would stay here again but would book through the resort next time. The facilities are good and we didn't have any trouble getting a chair...More"
"The Hanalei Bay Resort was our choice in October 2016, to explore the amazing northcoast of Kauai. And what an amazing place with beautiful gardens, pool area and views of Hanalei Bay this turned out to be! During our time of booking we could chose...More"
"They say first impressions are hard to overcome, yet the drive up to the resort is a nice view followed by continuous regrets and disappointments. We made reservations based on reviewing the website and selecting a unit with a nice view. The view was only...More"
"Once again, our stay at Hanalei Bay was outstanding! We have been coming here annually since 2005. The resort has undergone some trying times during these years, but the incredible views are always the same! Also, recent renovations have elevated the quality of the units,...More"
"This is a beautiful place to stay, with everything you need. This is why we come back year after year. We love that you can do as much or as little as you want here. The new addition of the swim up bar and music...More"
Stayed on ground floor of the Ginger building. The views were of the bay and mountains. Beautiful! A wonderful place for some R & R. Pool is amazing and staff can't be beat. Very friendly and helpful.
My husband and I stayed here for 10 days while on our honeymoon. The resort is absolutely beautiful. The grounds are constantly being maintained. We have traveled a lot and I can honestly say I have never seen a place as well maintained as this...More
"Stayed here for a week on our honeymoon. We believe the website is pretty misleading... claiming to have tons of ammenities, a restaraunt that will be open april 2017, and award winning staff. We felt the resort did not live up to any of the...More"
"This is an older facility but well maintained and managed. Compared to the newer ""branded"" resorts, the condo units are incredibly spacious and overall density is very low; huge, beautifully landscaped open spaces, etc. And the VIEW!! One can literally sit in their living room,...More"
This is my third timeshare and the least expensive but most loved!! It is an older resort but has more character than all other timeshares and hotels. It has a wonderful pool with a great swim up bar. Btw the only swim up bar on...More
The location of HBR is superb and the staff always goes above and beyond to be helpful.The addition of the swim up bar is great fun and gives you a chance to meet other friends. It has both ocean and mountain views and you can...More
"I found this ""Resort"" on the web myself. I chose it because the pictures of the property and area looked pretty. Let me say that the location itself was very nice. The views of Hanalei Bay and the sunset were very beautiful. The staff was...More"
"Once I again, I was blown away by the beauty and Hawaiian spirit of Hanalei Bay Resort. This resort keeps getting better and better which makes me a little uncomfortable because now too people know about this little ""gem"". The pool bar is a great...More"
"The north shore of Kauai is less developed than the Poipu south side, it's nature at its finest. HBR is a botanical garden, the view of the sunset overlooking Hanalei Bay is to die for, the units are well decorated and furnish. The 1 bedroom...More"
"Still a special place, my wife & I have been coming here since 2004. We rented a private condo through VRBO, Palm building, view of Hanalei Bay & sunsets were spectacular. Funny to see them still working on the Bali-hi restaurant. They were setting GLB’s...More"
"We have gone to this resort a few times over the years and it is still a gem. Hanalei/Princeville can be pricey, but Hanalei Bay Resort is still reasonable in price but grand on keeping the Aloha feel. The pool and landscaping has the most...More"
"Our family of 5 stayed in unit 4201/2/3 the home was spacious and had all the conveniences you need on holidays. Check in and check out was easy. The resort is close to lots of attractions.loved the shopping at Hanalei, great golfing at Princeville,tough but...More"
The grounds are a tropical paradise. Fine place to sit and watch sunsets. The grills work very well and were busy but always available. Great location for snorkeling and beach visiting. Loved the concierge 2-for-1 giveaways. We went on a fixed plan tour one week...More
Rooms are clean and well organized. Transportation around resort was very helpful. Great salt water pool. Drinks are excellent. Beach is within walking. Snorkeling gear is available and reasonable. Staff is well informed and friendly.
I booked a 3 bedroom unit which was perfect with having two adult children. They each had a private efficiency and balcony. Our view was of Hanalei Bay and the mountains from the second floor. It was amazing watching a beautiful sunset while rain was...More
I have stayed at this resort twice. The first time I booked straight through the resort and the second time I booked a suite through a private rental. Room: The room through the resort on an the ground level with a mountain view. The private...More
"This is an amazing resort with gorgeous views and beautiful 1, 2 bedroom condos. Swim up pool bar, Happy Talk Bar Restaurant, pool, beach access and staff. We loved it so much last year we came back again this year. Whether you use a timeshare...More"
"This is a really beautiful property. Although it is not new, it has been updated and very well maintained. The views from everywhere on the property and at all times are unparalleled! The upper pool is a lagoon style pool with a swim-up bar, water-falls,...More"
"We stayed an independently owned unit (#1304) for 3 nights, which was on the 3rd floor and had a wonderful views of the property and bay in the distance. It had a little kitchenette, where we cooked breakfast each morning and dined on the balcony....More"
My husband and I stayed five nights in unit #4205 and loved it. I had breakfast on the balcony every morning just so I could soak up the view of Hanalei Bay. The condo was clean and tastefully decorated. The TV cabinet was stocked with...More
I stayed here for a week with my family of 4 and everything was perfect. We stayed at the Guava Building. Beautiful Ocean View!! All the HGTV kitchen appliances. Best air conditioning. Nice pool area with hot tub. Good location to the neighborhood market. Couldn't...More
"We have visited Kauai on several occasions and stayed in Princeville a couple times now. While the actual rooms felt quite similar, HBR grounds are definitely a step up from where we previously stayed. Great view of the bay from our room (Ginger Building), be...More"
"Hanalei Bay Resort is a condo resort with individually owned and operated units. Our condo was nice enough, but the resort had an odd layout. We had read about how there is a bit of walking required as the parking is in one location. There...More"
"The owners of our unit were extremely accommodating after a last second issue with a different hotel we booked months in advance. The rentals were all in very good condition and relatively inexpensive. The amenities were excellent, such as the pool, tennis courts, towel service,...More"
"We stayed at this resort in 2011 and this was the first opportunity we had to go back. We were not disappointed in the property at all. The Hanalei Bay Resort is an incredible property. It is immaculately maintained and has a great staff. However,...More"
I have been coming to HBR ever since I was a child and was so excited that they had a last minute cancellation in August. I had not visited in over six years and could not believe the upgrades to the place! While I still...More
"Good condo location in Princeville. We stayed in a unit in the 4000 bldg. so we had wonderful mountain views but not ocean views. It rained all one day and we loved watching the waterfalls on the mountain while having a ""chill"" day. It was...More"
"HBR is a beautiful, well maintained resort. Rooms were very clean. Beds were the best. We bbq and were happy to see that the bbqs were cleaned every morning. The pools were well maintained and so warm. Kitchen was well supplied. People of staff were...More"
"We had a fantastic week at HBR. Our condo was clean and well-equipped, and had a stunning view of the bay and mountains. Concierge was awesome and booked a couple of great excursions for us. The beach rental hut was well run (shout out to...More"
There is nothing like the north shore of Kauai in the summer! HBR is a great find and I would recommend it to anyone. We rented through Parish Kauai and they were easy to work with and there were no issues at all. The view...More
The first time I visited Kauai I made the mistake of staying in Poipu in the South. When we then drove to Hanalei and saw the astounding scenery I was quick to make sure I would stay in the north the following time. We booked...More
"We stayed in unit 8234 and it was terrible due to non-functioning A/C. Avoid this room. Also the restaurant named Bali Hai is closed. The location, pools and lounge are nice. Also the beach is very cool and the St. Regis next door is beautiful...More"
"After researching many Interval International resorts on Kauai, we decided on this one from the reviews and amenities. We arrived and were impressed by the resort's location, cleanliness, and friendly staff. Enjoyed breakfasts on the lanai with a view of the bay, and drinks and...More"
"We stayed at HBR in July and had the best time. This is our third trip to Kauai and HBR by far was our best time here. We cant wait to stay here again. Everyday was like waking up in paradise! Everywhere you looked, every...More"
"Hanalei Bay grounds are unlike any others in Princeville. Beautifully manicured to a tee and foot friendly. Photo opportunities are endless. The ocean, bay and Hanalei River provide breathtaking views both night and day. Easy access and opportunities for vacation activities including snorkeling, surfing, boating,...More"
We stayed at this 3 bedroom resort in July and the views are amazing. Downtown was so much busier than where we were for the preivious 6 nights in Kapaa. We read that you should try to stop at Costco before heading north and that...More
"Best pool, best hot tub, best place to view sunsets, great view of 20 - 25 waterfalls (weather dependent), and easy access to all Kauai's North shore has to offer. With the owner takeover a few years ago, there have been continuous improvements; refurbished rooms,...More"
"I stayed at HBR this past July for 10 days and I cannot say enough great things about the resort. Prior to our stay, I was a bit nervous after reading very mixed reviews about the resort that included many dissatisfied customers and musty rooms....More"
"This hotel was part of my Delta Vacations package and it was wonderful. I had done all my research before and knew about the ""hotel"" style rooms they offered and all the larger 1 bedroom and up rooms they offered. We were unable to get...More"
"We stayed in a king size bed room. The location was very close to all of the top beaches in the North Shore. They have free reserved parking too, which was great since you definitely need a car to see the sights in Kauai"
"We arrived at this condo and were very pleasantly surprised. We rented both 4323 and 4324 (adjoining). There was plenty of space for 5 people (3 adults/2 kids) to spread out. The pictures online are pretty, and we expected to be in an enjoyable place,...More"
This was our third visit to Kauai and we have stayed here all three times. I will not stay anywhere else. The whole resort is so beautiful and its location is unbeatable. We had a mountain view that I could never get sick of. Our...More
"We stayed on the south and the north shores in Kauai for our first visit here, and hands down we loved the Hanalei Bay the best! The views were stunning, sunsets were just incredible and you could see them without even leaving the resort. Our...More"
We rented a 1 bedroom privately owned condo at the Hanalei Bay Resort in Kauai. The 5 days we spent here were absolutely idyllic! We could not have asked for a better piece of paradise than at Hanalei Bay. We have stayed here years ago...More
"We've been owners at HBR for 15 years and we keep coming back. Although not as luxurious as the St. Regis next door, it shares the same beach and amazing views at a fraction of the price. Our son has grown up at this resort...More"
"We saw the pictures on the Interval site and was not impressed. However, when we arrived we were blown away with the beauty, grounds, garden, pool and simply everything on the property. The pictures we saw did not do this place justice! It's a hidden...More"
The resort is perfect for the Kauai experience. The grounds are beautiful and you feel more like a part of the island than stuck in a hotel. Loved the proximity to everything the North Shore and wouldn't definitely love to come back.
"Hanalei Bay Resort is like a home away from home. The entrance, pools, units and property grounds provide a real taste of Hawai'iana. I have been going to HBR for 18 years, never once exchanged for somewhere else and always look forward to returning again...More"
"We stayed in 6221 and 6222 and were impressed by both the cleanliness and the amenities. This is one of the few times I've stayed on a property where the actual experience exceeded the promotional photos. The larger unit included a full-sized refrigerator, stove, oven,...More"
The HanaLei bay resorts is a shell of a resort. I give this hotel/resort two stars because of these reasons. We stayed there for 4 nights (part of our Kauai trip). The first day they made our bed and did nothing else; for the other...More
"Stayed here for a week, 1 unit was RCI, the other a private booking. Both were wonderful. Gorgeous resort, wonderful staff throughout the resort, clean units, gardens perfectly manicured, great bar restaurant (Bali Hi was closed for reno), pool and bar. Highly recommended. Lots of...More"
I booked last minute when my airbnb accommodations proved disastrous. Excellent choice. First the staff are gracious and helpful. The rooms are comfortable and well appointed. The beach is lovely....swimmable and snorkelable. The pool and hot tub are capacious....the photo doesn't do the area justice....More
"We had 2 two-bedroom units, one above the other, so nice and close. Rooms were very clean and everyone was very nice to us. Our family had a great time and enjoyed the swim-up bar a lot. We also had fun playing tennis."
"This resort is in an amazing location overlooking Hanalei Bay. All of the units have great views. This is one of the few resorts with beach access, and the snorkeling at the beach here was excellent with many eels, fish, turtles, and lobsters. There is...More"
We own a week every other year at this resort and never trade it. It is a respite from a busy world. We own a 1 bedroom and wish it were a two bedroom. The grounds are beautiful and well maintained. The newly upgraded units...More
"Our family recently traveled to Kauai. First visit for my husband, youngest daughter and myself. My oldest daughter and her husband had been there 3 times prior. We stayed at this unit which was a nice location on the property, Very comfortable furniture, stocked well...More"
The rooms are comfortable with a lanai looking over beautiful grounds with flowering trees and Hanalei Bay and mountains in the background. Great pool with a pool bar. Happy Talk Lounge a favorite with residents and locals. The staff is excellent.
"So, I was able to see two pairs of Nenes, and about 7 other local species as they cavorted on the grounds. Less chickens or is it Red Jungle fowl? The views were great. The pools and cooking areas beautifully constructed and the tennis courts...More"
"The HBR is beautiful and staffed by beautiful people. They could not be more helpful and kind. It is their pleasure to have you as their guests. The rooms are beautiful, the pool is awesome and the beach is perfect. Loved the golf cart rides...More"
"We were super excited about this hotel & the deal we got, but overall everything felt like a letdown. The grounds were nice, views were lovely, and the short walk to the St Regis hotel and beach were great, but the hotel itself fell short....More"
We absolutely loved our stay! We had a room with a pull out couch for a bed and mountain views. (We went the cost effective route). We were BLOWN AWAY by the views and the comfort of our little apartment. The pull out couch was...More
I exchanged a week to come to this rest. The resort and room were very nice. I was in building 2 and was very glad that I was close to the ammenities and parking lot. I think my opinion would have changed if I was...More
HBR has gorgeous grounds and spectacular views through out the property. There's no prettier place in Kauai! The units are spacious and we'll maintained. And a short walk through a beautiful 'jungle' takes you to a lovely beach along the Bay.
"Another return trip to this location and as usual everything is wonderful. It is said that it's location, location, and location that makes a property so great. This one has one of the most unique location on the island. Wonderful staff and wonderful amenities. Relaxed...More"
"We moved up to Hanalei Bay after staying on the south shore for several days. The open air lobby is very nicely done, complete with a gift shop and koi pond. We rented our unit through Evolve Vacation Rentals. The unit was in the ""Banana""...More"
"We rented 9304/9305, 2bd + loft through Parrish Kauai. We had the most amazing view of the bay and mountains. The unit was great and fully stocked. Plenty of linens, dishes, utensils, appliances, everything you need. The place is well-loved and could use a few...More"
Hanalei Bay Resort is my favorite vacation destination because of the beautiful views and friendliness of the staff. I have been coming back year after year and always feel at home here. The staff is the best! I have never been to a more beautiful...More
I own two weeks of time share and an very happy to spent my time here. The views are excellent of the mountains and ocean. I come to relax in paradise and it's here. Pool is great and spa are wonderful
We come to this wonderful place for two weeks every year from Wilmington NC the Atlantic Ocean It is a long trip for us so we treasure our two weeks on the Pacific. HBR has come thru some major improvements and renovations that make it...More
Let’s start with the positive: This hotel has the nicest pool area I have ever seen with great landscaping and a well designed children’s pool and hot tub that blend in with the main pool. Even a swim up bar and a mechanical device to...More
"This was my 4th trip to HBR and my parents have been coming here at least once a year for 14 years! HBR has the BEST views of the bay, 'Sleeping Indian', ""Bali Hai"" and a short walk to the beach shared with the St...More"
We come here every year for two weeks at the same time in May. We always reserve the Hala Building because it's a short walk to the pool & has a wonderful view of Hanalei Bay. We were excited to see the Ukulele Pool Bar...More
Hanalei Bay Resort far exceeded our expectations. The views from our rooms (5303 and 5304) were more beautiful than we could have ever imagined & we love the amenities on the property. The pool and the beach are great and we love the close proximity...More
Great location on the north shore. Awesome pool. 200 word minimum. Ugh. Have been here at least nine times in the last 16 years. Just a great place to relax and get away. Internet connectivity is great if you have to check back in at...More
"We visited HBR in May and stayed in these units for two weeks. Great view, updated nicely, spacious kitchen with all necessary pots, pans, dishes, Tupperware, plastic wrap and Reynolds wrap, spices, tea, all appliances you may need. The loft sleeps four comfortably and the...More"
"My wife and I stayed here the first 4 days of our Kauai Trip last November. The HBR overview: Location: Very good, located in Princeville not too far from Hanalei and most of the North Shore Sites Pool: Very good. Its a nice pool area...More"
"This was our third stay in Unit 4105. Each time has been better than the one before. All reviews are correct when describing the view. It encompasses all of Hanalei Bay and the more distant ""Bali Hai"". Most vacationers do not wish for rain but,...More"
"We have been coming to HBR for 20 years, and we love it so much we never exchange our weeks. Every year it gets better. This year there was the new pool bar--the only one on the North Shore! It is great. The staff is...More"
"We started out our experience in a room that overlooked the pool area. While the pool is really beautiful, it can be noisy. We wanted a little more privacy. While the hotel was very crowded that week, the staff worked with us to find us...More"
Our favorite place to stay on Kauai. It's calm and serene and the staff is very nice. The units are clean and neat and have what you need to be comfortable. The grounds are beautiful and kept up in immaculate fashion.
This is the best destination on Kauai. Looking at . BaliHi all week long. Great sunsets..wonderful beach on Honolea Bay..Snorking ..lots of fish. Excellent Tennis courts..lots of availabity. Pool is world class beauty. Swim up bar. Free Matisse on Mondays lots on activity on resort....More
"Just came back from Hawaii with my wife and we spent 4 nights at Hanalei Bay Resort in unit 6203! We rented through Aloha Condos which was seamless and the unit had everything we needed: - Location was great - Easy access to beach, pool,...More"
My husband and I stayed for a week in mid May. Chose this unit as there are no stairs and we are both disabled right now. The resort has a shuttle service but if you really have mobility issues I suggest considering renting a scooter...More
"Came here for our 10th anniversary and now returned for our 20th to the same unit. It's just the best vacation spot in the world! Beautiful views, all the amenities, stocked kitchen, washer and dryer, gas grills, new appliances, beach chairs, comfy bed, etc. The...More"
"This resort is top notch. Beautiful grounds, great amenities, modern interiors, helpful staff, Snorkeling at their beach was excellent. The pool area is gorgeous and the swim up bar was delightful. Convenient to stores and activities. The view from our lanai was killer. Can't wait...More"
"Hanalei Bay Resort has a beautiful view from most rooms--however, ours was not one of them. Although it was a ""condo"" it was not what I think of as one. It was the second bedroom of the condo next to ours. We had a mini...More"
"It is easily the best spot on the north shore of Kauai. Air conditioned, beautiful grounds, incredible pool and fairly easy beach access. The staff is very friendly and helpful. The view of Hanalei Bay and Bali Hai (Mt. McKana) is extraordinary and unmatched anywhere....More"
"We loved our stay in 4104, 5, and 6. This condo is the perfect combination of condo and hotel living. It offers peace, privacy, and space while also offering resort amenities like the pool, restaurant, shops, and hotel services. The views from all three lanais...More"
"We had a great time at Hanalei Bay Resort. The staff are very customer-oriented and helpful. The views of Hanalei Bay were tremendous. Especially loved sitting out on the grass near the tennis courts on the comfortable outdoor furniture to watch the beautiful sunset, and...More"
